ID,Dep,Nom,Code Postal,INSEE,Habitants,Densite,Surface,Longitude,Latitude,Altitude Max
10972,29,Plougonven,29640,29191,3293,47,69.32,-3.71667,48.5167,307
10973,29,Henvic,29670,29079,1298,130,9.95,-3.93333,48.6333,80
10974,29,Île-de-Batz,29253,29082,507,166,3.05,3.98917,48.7445,33
10975,29,Saint-Martin-des-Champs,29600,29254,4759,303,15.7,-3.83333,48.5833,113
10976,29,Châteaulin,29150,29026,5213,250,20.81,-4.08333,48.2,206
10977,29,Le Faou,29590,29053,1738,146,11.85,-4.18333,48.3,151
10978,29,Landeleau,29530,29102,1010,33,30.41,-3.73333,48.2333,183
10979,29,Bolazec,29640,29012,192,10,17.47,-3.58333,48.45,268
10980,29,Poullan-sur-Mer,29100,29226,1523,50,30.35,-4.41667,48.0833,101
10981,29,Plouvorn,29420,29210,2763,77,35.44,-4.03333,48.5833,126
10982,29,Landrévarzec,29510,29106,1653,81,20.32,-4.05,48.0833,165
10983,29,Guimaëc,29620,29073,952,50,18.73,-3.7,48.6667,117
10984,29,Saint-Servais,29400,29264,720,69,10.29,-4.15,48.5167,116
10985,29,Pont-l'Abbé,29120,29220,8322,457,18.21,-4.21667,47.8667,37
10986,29,Lopérec,29590,29139,826,20,39.49,-4.05,48.2833,316
10987,29,Brignogan-Plage,29890,29021,813,225,3.6,-4.31667,48.6667,25
10988,29,Pouldreuzic,29710,29225,1980,118,16.75,-4.36667,47.95,91
10989,29,Carantec,29660,29023,3189,353,9.02,-3.91667,48.6667,74
10990,29,Arzano,29300,29002,1403,41,34.04,-3.43333,47.9,97
10991,29,Edern,29510,29048,2112,52,39.98,-3.98333,48.1,256
10992,29,Lanmeur,29620,29113,2171,82,26.47,2.28473,48.6473,128
10993,29,Guipavas,29490,29075,13403,303,44.13,-4.4,48.4333,131
10994,29,Saint-Renan,29290,29260,7515,564,13.31,-4.61667,48.4333,97
10995,29,Loc-Eguiner,29400,29128,346,29,11.9,3.90556,48.4731,178
10996,29,Concarneau,29900,29039,19048,463,41.08,-3.91667,47.8667,106
10997,29,Kernilis,29260,29093,1350,133,10.13,-4.41667,48.5667,77
10998,29,Roscoff,29680,29239,3626,585,6.19,-3.98333,48.7333,58
10999,29,Bohars,29820,29011,3363,462,7.27,-4.51667,48.4333,93
11000,29,Santec,29250,29273,2284,283,8.06,-4.03333,48.7,41
11001,29,Tréméoc,29120,29296,1236,106,11.66,-4.21667,47.9,66
11002,29,La Forest-Landerneau,29800,29056,1829,198,9.21,-4.31667,48.4333,111
11003,29,Plogonnec,29180,29169,3043,56,54.14,-4.18333,48.0833,286
11004,29,Gouesnou,29850,29061,6126,507,12.08,-4.46667,48.45,103
11005,29,Tréouergat,29290,29299,302,49,6.1,-4.6,48.5,92
11006,29,Pouldergat,29100,29224,1248,51,24.39,-4.33333,48.05,133
11007,29,Tourch,29140,29281,988,50,19.7,-3.83333,48.0333,216
11008,29,Pleyber-Christ,29410,29163,3070,67,45.47,-3.86667,48.5,221
11009,29,Saint-Derrien,29440,29244,770,62,12.28,-4.18333,48.55,107
11010,29,Melgven,29140,29146,3304,64,51.17,-3.83333,47.9,155
11011,29,Lesneven,29260,29124,7083,689,10.27,-4.31667,48.5667,79
11012,29,Landivisiau,29400,29105,9167,482,18.99,-4.06667,48.5167,126
11013,29,Goulven,29890,29064,455,71,6.38,-4.3,48.6333,66
11014,29,Landéda,29870,29101,3612,328,10.98,-4.56667,48.5833,57
11015,29,Plourin-lès-Morlaix,29600,29207,4448,108,40.92,2.21028,48.535,242
11016,29,Plounéventer,29400,29204,1923,70,27.28,-4.21667,48.5167,108
11017,29,Ploudiry,29800,29180,895,32,27.19,-4.15,48.45,191
11018,29,Baye,29300,29005,1141,156,7.29,-3.6,47.85,70
11019,29,Loctudy,29750,29135,4136,324,12.73,-4.16667,47.8333,17
11020,29,Collorec,29530,29036,664,23,28.39,-3.78333,48.2833,221
11021,29,Île-Tudy,29980,29085,729,578,1.26,-4.16667,47.8333,5
11022,29,Trégunc,29910,29293,6837,135,50.61,-3.85,47.85,89
11023,29,Garlan,29610,29059,990,74,13.34,-3.75,48.6,119
11024,29,Crozon,29160,29042,7809,97,80.37,-4.48333,48.25,102
11025,29,Tréflez,29430,29287,908,57,15.76,-4.26667,48.6167,77
11026,29,Lampaul-Plouarzel,29810,29098,2054,508,4.04,-4.76667,48.45,60
11027,29,Lanildut,29840,29112,953,163,5.82,-4.75,48.4833,71
11028,29,Guilvinec,29730,29072,2892,1175,2.46,3.71611,47.7953,17
11029,29,Trézilidé,29440,29301,277,60,4.6,-4.08333,48.6167,93
11030,29,Plabennec,29860,29160,8084,160,50.43,-4.43333,48.5,102
11031,29,Ouessant,29242,29155,871,55,15.58,-5.09555,48.4581,61
11032,29,Morlaix,29600,29151,15421,621,24.82,-3.83333,48.5833,104
11033,29,Bourg-Blanc,29860,29015,3399,120,28.31,-4.5,48.5,98
11034,29,Le Trévoux,29380,29300,1500,72,20.83,-3.63333,47.9,105
11035,29,Telgruc-sur-Mer,29560,29280,2092,73,28.29,-4.35,48.2333,145
11036,29,Pencran,29800,29156,1770,198,8.93,-4.23333,48.4333,175
11037,29,Saint-Urbain,29800,29270,1492,98,15.21,-4.23333,48.4,178
11038,29,Plouzané,29280,29212,11717,353,33.14,-4.61667,48.3833,102
11039,29,Saint-Nic,29550,29256,737,40,18.03,-4.28333,48.2,299
11040,29,Mahalon,29790,29143,881,41,21.39,-4.43333,48.0333,101
11041,29,Locronan,29180,29134,793,98,8.08,-4.2,48.1,280
11042,29,Commana,29450,29038,1132,28,39.9,-3.95,48.4167,372
11043,29,Landudal,29510,29107,819,49,16.69,-3.98333,48.0667,165
11044,29,Trégourez,29970,29291,960,54,17.72,-3.86667,48.1,227
11045,29,Plouguin,29830,29196,2085,67,31.02,-4.6,48.5333,82
11046,29,Plozévet,29710,29215,2998,110,27.18,-4.41667,47.9833,97
11047,29,Porspoder,29840,29221,1738,153,11.29,-4.76667,48.5,61
11048,29,Gouézec,29190,29062,1112,35,30.94,-3.96667,48.1667,270
11049,29,Saint-Pabu,29830,29257,1999,201,9.94,3.39723,48.5659,56
11050,29,Huelgoat,29690,29081,1638,110,14.87,-3.75,48.3667,267
11051,29,Cléder,29233,29030,3824,102,37.44,-4.1,48.6667,79
11052,29,Plouider,29260,29198,1965,83,23.63,-4.3,48.6167,86
11053,29,Loqueffret,29530,29141,402,14,27.4,-3.86667,48.3167,297
11054,29,Brélès,29810,29017,828,58,14.06,-4.71667,48.4833,101
11055,29,Camaret-sur-Mer,29570,29022,2609,224,11.64,-4.6,48.2833,65
11056,29,Plouégat-Guérand,29620,29182,1080,62,17.29,-3.66667,48.6167,151
11057,29,Plomodiern,29550,29172,2212,47,46.74,-4.23333,48.1833,249
11058,29,Plouigneau,29610,29199,4753,74,63.48,-3.7,48.5667,201
11059,29,Locmaria-Plouzané,29280,29130,4826,208,23.16,3.35639,48.3748,107
11060,29,Ploéven,29550,29166,508,38,13.11,-4.23333,48.15,96
11061,29,Rosporden,29140,29241,7227,125,57.37,-3.83333,47.9667,171
11062,29,Saint-Thégonnec,29410,29266,2648,63,41.76,-3.95,48.5167,216
11063,29,Bannalec,29380,29004,5450,70,77.51,-3.7,47.9333,172
11064,29,Mespaul,29420,29148,891,77,11.48,-4.01667,48.6167,93
11065,29,Lampaul-Guimiliau,29400,29097,2024,115,17.48,-4.03333,48.5,172
11066,29,Combrit,29120,29037,3521,145,24.13,-4.15,47.8833,62
11067,29,Dirinon,29460,29045,2455,74,33.02,-4.26667,48.4,179
11068,29,Plouvien,29860,29209,3693,109,33.7,-4.45,48.5333,89
11069,29,Île-Molène,29259,29084,208,277,0.75,3.04306,48.3975,26
11070,29,Ploumoguer,29810,29201,1960,50,38.93,-4.71667,48.4,141
11071,29,Saint-Thois,29520,29267,725,40,18.1,-3.88333,48.1667,238
11072,29,Roscanvel,29570,29238,909,100,9.08,-4.55,48.3167,78
11073,29,Plogastel-Saint-Germain,29710,29167,1839,58,31.39,-4.26667,47.9833,160
11074,29,Le Ponthou,29650,29219,164,122,1.34,-3.63333,48.5667,162
11075,29,Locunolé,29310,29136,1098,65,16.78,-3.48333,47.9333,121
11076,29,Trémaouézan,29800,29295,516,62,8.3,-4.25,48.5,102
11077,29,Botmeur,29690,29013,224,16,13.62,-3.91667,48.3833,382
11078,29,Lannéanou,29640,29114,360,22,16.17,-3.66667,48.4833,285
11079,29,Guissény,29880,29077,2012,79,25.18,-4.41667,48.6333,77
11080,29,Lanvéoc,29160,29120,2220,115,19.21,-4.46667,48.2833,87
11081,29,Ploudaniel,29260,29179,3683,79,46.28,-4.31667,48.5333,121
11082,29,Lampaul-Ploudalmézeau,29830,29099,761,119,6.35,-4.65,48.5667,63
11083,29,Coray,29370,29041,1846,58,31.36,-3.83333,48.0667,257
11084,29,Spézet,29540,29278,1816,29,60.67,-3.71667,48.2,315
11085,29,Langolen,29510,29110,881,52,16.92,-3.91667,48.0667,208
11086,29,Châteauneuf-du-Faou,29540,29027,3666,86,42.58,-3.81667,48.1833,153
11087,29,Plounéour-Trez,29890,29203,1242,116,10.68,-4.31667,48.65,64
11088,29,Audierne,29770,29003,2208,748,2.95,-4.53333,48.0167,67
11089,29,Ergué-Gabéric,29500,29051,7864,197,39.87,-4.03333,48,140
11090,29,Saint-Coulitz,29150,29243,421,37,11.22,-4.06667,48.1833,212
11091,29,Plouégat-Moysan,29650,29183,648,43,14.97,-3.61667,48.5667,256
11092,29,Hôpital-Camfrout,29460,29080,2135,162,13.16,-4.23333,48.3333,93
11093,29,Plougar,29440,29187,777,44,17.48,-4.15,48.5667,118
11094,29,Sibiril,29250,29276,1245,108,11.47,-4.06667,48.6667,66
11095,29,Brennilis,29690,29018,448,23,18.69,-3.85,48.35,278
11096,29,Landévennec,29560,29104,346,25,13.83,-4.26667,48.3,116
11097,29,Locmélar,29400,29131,440,28,15.55,-4.06667,48.45,191
11098,29,Loc-Brévalaire,29260,29126,211,126,1.67,-4.4,48.55,71
11099,29,Laz,29520,29122,696,20,34.44,-3.83333,48.1333,295
11100,29,Querrien,29310,29230,1696,31,54.01,-3.53333,47.9667,172
11101,29,Quimper,29000,29232,63550,752,84.45,-4.1,48,151
11102,29,Pont-Croix,29790,29218,1766,218,8.09,-4.05,48.5,73
11103,29,Pleuven,29170,29161,2643,193,13.69,-4.03333,47.9,77
11104,29,Pleyben,29190,29162,3690,48,76.04,-3.96667,48.2333,176
11105,29,Penmarch,29760,29158,5796,353,16.39,3.66223,47.8123,23
11106,29,Gourlizon,29710,29065,881,88,9.91,-4.26667,48.0167,159
11107,29,Saint-Thurien,29380,29269,959,44,21.41,-3.63333,47.95,166
11108,29,Plouzévédé,29440,29213,1684,90,18.51,-4.11667,48.6,106
11109,29,Bénodet,29950,29006,3331,316,10.53,-4.11667,47.8667,59
11110,29,Lanarvily,29260,29100,419,70,5.92,-4.38333,48.55,71
11111,29,Tréguennec,29720,29292,340,35,9.61,-4.33333,47.8833,53
11112,29,Esquibien,29770,29052,1605,104,15.42,-4.56667,48.0167,79
11113,29,Plogoff,29770,29168,1335,113,11.73,-4.66667,48.0333,80
11114,29,Douarnenez,29100,29046,14912,597,24.94,-4.33333,48.1,86
11115,29,Cléden-Cap-Sizun,29770,29028,1014,53,19.08,-4.65,48.05,86
11116,29,Guimiliau,29400,29074,986,87,11.22,-4,48.4833,159
11117,29,Saint-Méen,29260,29255,795,67,11.74,-4.26667,48.5667,93
11118,29,Landerneau,29800,29103,15272,1157,13.19,-4.25,48.45,175
11119,29,Trégarantec,29260,29288,580,111,5.21,-4.28333,48.55,87
11120,29,Elliant,29370,29049,3271,46,70.3,-3.88333,48,187
11121,29,Plouarzel,29810,29177,3618,84,42.83,-4.73333,48.4333,139
11122,29,Lanneuffret,29400,29116,126,56,2.24,-4.2,48.5,106
11123,29,Névez,29920,29153,2739,107,25.37,-3.78333,47.8167,48
11124,29,Saint-Divy,29800,29245,1353,158,8.52,-4.33333,48.45,129
11125,29,Clohars-Fouesnant,29950,29032,2243,172,13.02,-4.06667,47.9,71
11126,29,Moëlan-sur-Mer,29350,29150,6968,147,47.3,-3.63333,47.8167,67
11127,29,Pluguffan,29700,29216,3540,110,32.09,-4.18333,47.9833,155
11128,29,Le Cloître-Saint-Thégonnec,29410,29034,635,22,28.48,-3.8,48.4833,300
11129,29,Plonéour-Lanvern,29720,29174,5825,119,48.91,-4.28333,47.9,91
11130,29,Argol,29560,29001,888,27,31.73,-4.31667,48.25,191
11131,29,Landunvez,29840,29109,1417,104,13.53,-4.73333,48.5333,52
11132,29,Mellac,29300,29147,2623,99,26.38,-3.58333,47.9,101
11133,29,Cléden-Poher,29270,29029,1094,36,29.81,-3.66667,48.2333,155
11134,29,Plounéour-Ménez,29410,29202,1265,24,51.74,-3.88333,48.45,387
11135,29,Brasparts,29190,29016,1039,22,46.69,-3.95,48.3,330
11136,29,Le Conquet,29217,29040,2666,315,8.45,-4.76667,48.3667,51
11137,29,Île-de-Sein,29990,29083,195,324,0.6,3.14889,48.0362,9
11138,29,Gouesnach,29950,29060,2556,149,17.07,-4.11667,47.9167,58
11139,29,Plougourvest,29400,29193,1317,93,14.07,-4.08333,48.55,126
11140,29,Plougonvelin,29217,29190,3760,201,18.69,-4.71667,48.35,88
11141,29,Plonévez-du-Faou,29530,29175,2138,26,80.73,-3.83333,48.25,275
11142,29,Plobannalec-Lesconil,29740,29165,3332,183,18.17,-4.21667,47.8167,27
11143,29,Kersaint-Plabennec,29860,29095,1317,110,11.95,-4.36667,48.4667,121
11144,29,Quéménéven,29180,29229,1138,40,28.21,-4.11667,48.1167,280
11145,29,Saint-Goazec,29520,29249,699,20,33.76,-3.78333,48.1667,295
11146,29,Plouhinec,29780,29197,4165,148,28.05,3.51389,48.015,104
11147,29,Saint-Sauveur,29400,29262,771,58,13.24,-4,48.45,202
11148,29,Saint-Jean-du-Doigt,29630,29251,617,31,19.81,-3.76667,48.7,128
11149,29,Pont-de-Buis-lès-Quimerch,29590,29302,3867,93,41.39,3.91,48.2545,278
11150,29,Coat-Méal,29870,29035,1009,93,10.82,-4.53333,48.5,88
11151,29,Carhaix-Plouguer,29270,29024,7659,296,25.81,-3.58333,48.2833,169
11152,29,Brest,29200,29019,141303,2854,49.51,-4.48333,48.4,103
11153,29,Lannédern,29190,29115,311,25,12.43,-3.9,48.3,201
11154,29,Plouezoc'h,29252,29186,1585,100,15.83,2.17778,48.64,106
11155,29,Le Folgoët,29260,29055,3055,312,9.77,-4.33333,48.5667,77
11156,29,Plomelin,29700,29170,4113,157,26.08,-4.15,47.9333,88
11157,29,Logonna-Daoulas,29460,29137,2093,172,12.14,-4.3,48.3167,77
11158,29,La Martyre,29800,29144,763,42,18.01,-4.16667,48.45,191
11159,29,Poullaouen,29246,29227,1400,19,71.36,-3.65,48.3333,218
11160,29,Ploudalmézeau,29830,29178,6301,271,23.18,-4.65,48.5333,86
11161,29,Cast,29150,29025,1587,42,37.66,-4.13333,48.1667,252
11162,30,Le Grau-du-Roi,30240,30133,8178,149,54.73,4.14167,43.5333,5
11163,30,Domazan,30390,30103,921,80,11.42,4.65,43.9333,162
11164,30,Mages,30960,30152,1855,146,12.69,4.15,44.2333,485
11165,30,Jonquières-Saint-Vincent,30300,30135,3120,146,21.32,4.56334,43.8281,81
11166,30,La Calmette,30190,30061,1942,174,11.1,4.26667,43.9167,163
11167,30,Bez-et-Esparon,30120,30038,360,43,8.33,3.51667,43.9667,861
11168,30,Villevieille,30250,30352,1681,203,8.28,4.1,43.7833,106
11169,30,Arrigas,30770,30017,202,9,20.28,3.48333,43.9833,1414
11170,30,Arpaillargues-et-Aureillac,30700,30014,1024,74,13.67,4.3725,44.0006,200
11171,30,Moussac,30190,30184,1241,167,7.4,4.21667,43.9833,151
11172,30,Sénéchas,30450,30316,227,15,14.86,4,44.3167,644
11173,30,Saint-Laurent-le-Minier,30440,30280,365,27,13.26,3.65,43.9333,849
11174,30,Saint-Victor-des-Oules,30700,30301,281,58,4.77,4.48333,44.05,242
11175,30,Sardan,30260,30309,282,45,6.24,4.05,43.8667,210
11176,30,Roquemaure,30150,30221,5424,206,26.22,4.78333,44.05,176
11177,30,Lussan,30580,30151,480,10,46.92,4.36667,44.15,345
11178,30,Aramon,30390,30012,3816,122,31.16,4.68333,43.8833,155
11179,30,Laval-Saint-Roman,30760,30143,231,22,10.5,4.505,44.2987,380
11180,30,Saint-Dionisy,30980,30249,898,262,3.42,4.23333,43.8,181
11181,30,Connaux,30330,30092,1563,163,9.58,4.6,44.0833,231
11182,30,Corconne,30260,30095,555,42,12.98,3.93333,43.8667,380
11183,30,Codognan,30920,30083,2441,524,4.65,4.23333,43.7333,21
11184,30,Lasalle,30460,30140,1076,106,10.1,3.85,44.05,621
11185,30,Baron,30700,30030,331,32,10.06,4.28333,44.0333,364
11186,30,La Cadière-et-Cambo,30170,30058,203,16,11.97,3.80806,43.9575,862
11187,30,Cannes-et-Clairan,30260,30066,469,38,12.13,4.08333,43.9167,219
11188,30,Sauve,30610,30311,1920,60,31.56,3.95,43.9333,470
11189,30,Concoules,30450,30090,243,14,16.47,3.95,44.3833,1507
11190,30,Poulx,30320,30206,4032,338,11.9,4.41667,43.9167,213
11191,30,Quissac,30260,30210,2728,116,23.32,4,43.9167,472
11192,30,Aubais,30250,30019,2412,204,11.79,4.15,43.75,95
11193,30,Rivières,30430,30215,334,33,9.96,4.28333,44.25,414
11194,30,Vénéjan,30200,30342,1206,65,18.55,4.66667,44.2,283
11195,30,Redessan,30129,30211,3763,241,15.57,4.5,43.8333,76
11196,30,Beaucaire,30300,30032,15946,184,86.52,4.63333,43.8,156
11197,30,Aigues-Mortes,30220,30003,8341,144,57.78,4.19167,43.5667,3
11198,30,Ponteils-et-Brésis,30450,30201,336,12,27.8,3.96667,44.4,1484
11199,30,Saint-Hippolyte-du-Fort,30170,30263,3830,130,29.38,3.85,43.9667,547
11200,30,Nages-et-Solorgues,30114,30186,1541,249,6.18,4.23333,43.7833,174
11201,30,Méjannes-le-Clap,30430,30164,586,15,38.24,4.33333,44.2333,474
11202,30,Clarensac,30870,30082,3820,263,14.49,4.21667,43.8167,212
11203,30,Mialet,30140,30168,586,19,30.76,3.95,44.1167,691
11204,30,Bonnevaux,30450,30044,98,11,8.81,4.03112,44.3675,976
11205,30,Mandagout,30120,30154,386,25,15.12,3.61667,44.0167,1240
11206,30,Montaren-et-Saint-Médiers,30700,30174,1504,77,19.42,4.38333,44.0333,274
11207,30,Cros,30170,30099,253,14,16.94,3.83333,43.9833,964
11208,30,Le Cailar,30740,30059,2362,78,30.01,4.23333,43.6667,41
11209,30,Saint-Étienne-de-l'Olm,30360,30250,344,82,4.18,4.18445,44.0587,178
11210,30,Lamelouze,30110,30137,99,11,8.83,3.95,44.2,900
11211,30,Tavel,30126,30326,1790,89,19.96,4.7,44.0167,265
11212,30,Boissières,30114,30043,527,158,3.33,4.23333,43.7667,102
11213,30,Saint-Martin-de-Valgalgues,30520,30284,4153,316,13.11,4.08333,44.1667,365
11214,30,Liouc,30260,30148,244,25,9.64,3.98333,43.9,443
11215,30,Saint-Bénézet,30350,30234,289,45,6.3,4.15,43.9833,221
11216,30,Moulézan,30350,30183,551,48,11.39,4.13333,43.9333,284
11217,30,Saint-Hippolyte-de-Montaigu,30700,30262,243,59,4.05,4.48333,44.0333,260
11218,30,Montfrin,30490,30179,3117,203,15.29,4.6,43.8833,78
11219,30,Saint-Christol-de-Rodières,30760,30242,166,20,8.07,4.5,44.2667,348
11220,30,Trèves,30750,30332,112,4,26.59,3.39167,44.075,1282
11221,30,Saint-Martial,30440,30283,198,11,17.16,3.73333,44.0333,1125
11222,30,Saint-Félix-de-Pallières,30140,30252,220,11,18.87,3.93333,44.0167,482
11223,30,Saint-Paulet-de-Caisson,30130,30290,1771,104,16.88,4.6,44.2667,293
11224,30,Saint-Jean-de-Valériscle,30960,30268,727,89,8.15,4.13333,44.2333,529
11225,30,Saint-Nazaire,30200,30288,1208,180,6.68,4.62473,44.1978,224
11226,30,Saint-Denis,30500,30247,250,68,3.65,4.25,44.25,156
11227,30,Manduel,30129,30155,5690,215,26.46,4.46667,43.8167,77
11228,30,Salles-du-Gardon,30110,30307,2547,120,21.09,4.03333,44.2,723
11229,30,Combas,30250,30088,569,35,16.04,4.11667,43.85,274
11230,30,Saint-Bresson,30440,30238,55,6,8.4,3.65,43.95,722
11231,30,Cardet,30350,30068,859,103,8.29,4.08333,44.0167,166
11232,30,Angles,30133,30011,8240,467,17.64,4.76667,43.9545,183
11233,30,Notre-Dame-de-la-Rouvière,30570,30190,437,26,16.49,3.7,44.05,1165
11234,30,Navacelles,30580,30187,308,27,11.02,4.25,44.1667,337
11235,30,Plantiers,30122,30198,243,7,30.83,3.73333,44.1167,1069
11236,30,Saint-Jean-du-Gard,30270,30269,2684,64,41.64,3.88333,44.1,813
11237,30,Cruviers-Lascours,30360,30100,643,116,5.51,4.21667,44,171
11238,30,Causse-Bégon,30750,30074,12,1,7.67,3.35833,44.0583,928
11239,30,Saint-Geniès-de-Malgoirès,30190,30255,2784,241,11.54,4.21667,43.95,223
11240,30,Seynes,30580,30320,145,10,14.33,4.3,44.1167,623
11241,30,Cabrières,30210,30057,1397,94,14.76,4.46667,43.9,218
11242,30,Générac,30510,30128,3982,164,24.26,4.35,43.7333,144
11243,30,Potelières,30500,30204,324,50,6.47,4.25,44.2333,202
11244,30,Gailhan,30260,30121,209,37,5.53,4.03333,43.8333,211
11245,30,Vallabrègues,30300,30336,1336,93,14.33,4.63333,43.85,24
11246,30,Sernhac,30210,30317,1644,184,8.93,4.55,43.9167,155
11247,30,Bragassargues,30260,30050,143,19,7.49,4.05,43.9167,243
11248,30,Pont-Saint-Esprit,30130,30202,10437,564,18.49,4.65,44.25,187
11249,30,Saint-André-de-Roquepertuis,30630,30230,534,43,12.18,4.45,44.2333,309
11250,30,Lanuéjols,30750,30139,346,5,62.43,3.38389,44.1309,1187
11251,30,Aigaliers,30700,30001,489,17,28.06,4.31667,44.0667,350
11252,30,Saint-Michel-d'Euzet,30200,30287,583,56,10.36,4.53333,44.2,360
11253,30,Carnas,30260,30069,430,27,15.49,3.98333,43.8167,223
11254,30,Saint-Alexandre,30130,30226,1090,84,12.87,4.63333,44.2167,270
11255,30,Castillon-du-Gard,30210,30073,1453,83,17.38,4.55,43.9667,194
11256,30,Gagnières,30160,30120,1104,98,11.22,4.15,44.3,516
11257,30,Aubussargues,30190,30021,353,41,8.52,4.33333,44.0167,213
11258,30,Anduze,30140,30010,3287,225,14.6,3.98333,44.05,443
11259,30,Vers-Pont-du-Gard,30210,30346,1741,90,19.14,4.52445,43.9687,192
11260,30,Alzon,30770,30009,220,8,27.48,3.44004,43.9667,1414
11261,30,Cornillon,30630,30096,914,58,15.58,4.48333,44.2167,360
11262,30,Molières-sur-Cèze,30410,30171,1595,183,8.71,4.15,44.25,485
11263,30,Bernis,30620,30036,3178,248,12.8,4.28333,43.7667,101
11264,30,Robiac-Rochessadoule,30160,30216,866,83,10.31,4.08639,44.2789,628
11265,30,Sanilhac-Sagriès,30700,30308,867,39,22.1,4.42445,43.955,202
11266,30,Massillargues-Attuech,30140,30162,688,109,6.27,4.01667,44.0167,179
11267,30,Saint-Côme-et-Maruéjols,30870,30245,798,61,13.01,4.2,43.8167,206
11268,30,Peyremale,30160,30194,284,32,8.62,4.03333,44.3,619
11269,30,Salinelles,30250,30306,504,57,8.84,4.08333,43.8,115
11270,30,Belvézet,30580,30035,248,10,22.86,4.36667,44.0833,329
11271,30,Dourbies,30750,30105,188,3,60.88,3.4463,44.0667,1440
11272,30,Saint-Privat-des-Vieux,30340,30294,4585,290,15.8,4.13333,44.1333,285
11273,30,Saint-Laurent-d'Aigouze,30220,30276,3278,36,89.81,4.2,43.6333,6
11274,30,Salazac,30760,30304,187,18,9.98,4.51667,44.2667,352
11275,30,Sainte-Cécile-d'Andorge,30110,30239,569,29,19.09,3.96667,44.25,835
11276,30,Sauzet,30190,30313,710,105,6.7,4.21667,43.9667,212
11277,30,Meyrannes,30410,30167,843,129,6.51,4.16667,44.2667,503
11278,30,Saint-Chaptes,30190,30241,1651,126,13.07,4.28333,43.9667,101
11279,30,Saint-Marcel-de-Careiret,30330,30282,752,73,10.17,4.48333,44.15,289
11280,30,Sumène,30440,30325,1614,44,36.59,3.71667,43.9833,933
11281,30,Rousson,30340,30223,3747,115,32.57,4.15,44.2,535
11282,30,Fressac,30170,30119,132,22,5.89,3.9,43.9833,348
11283,30,Domessargues,30350,30104,707,96,7.32,4.18333,43.9667,235
11284,30,Aujac,30450,30022,181,10,16.47,4.01667,44.35,940
11285,30,Saint-Jean-de-Serres,30350,30267,515,62,8.26,4.06667,44,169
11286,30,Chamborigaud,30530,30080,794,44,17.86,3.98333,44.3,887
11287,30,Lédignan,30350,30146,1417,204,6.93,4.1,43.9833,167
11288,30,Fournès,30210,30116,893,50,17.66,4.6,43.9333,172
11289,30,Fourques,30300,30117,2905,75,38.24,4.61056,43.6931,15
11290,30,Remoulins,30210,30212,2407,292,8.24,4.56667,43.9333,122
11291,30,Laval-Pradel,30110,30142,1191,67,17.68,4.06667,44.2,692
11292,30,Ribaute-les-Tavernes,30720,30214,1797,125,14.27,4.08333,44.0333,199
11293,30,Rochefort-du-Gard,30650,30217,7272,213,34.03,4.68333,43.9667,267
11294,30,Corbès,30140,30094,148,45,3.28,3.95,44.0833,382
11295,30,Congénies,30111,30091,1564,181,8.64,4.16667,43.7667,145
11296,30,Montagnac,30350,30354,174,20,8.68,4.16667,43.95,282
11297,30,Beauvoisin,30640,30033,3741,134,27.82,4.31667,43.7167,128
11298,30,Campestre-et-Luc,30770,30064,118,3,38.1,3.41667,43.95,914
11299,30,Caveirac,30820,30075,3867,254,15.2,4.26667,43.8167,208
11300,30,Conqueyrac,30170,30093,109,4,27.18,3.9,43.95,368
11301,30,Pujaut,30131,30209,4004,170,23.5,4.78333,44,168
11302,30,Crespian,30260,30098,334,42,7.91,4.1,43.8833,279
11303,30,Méjannes-lès-Alès,30340,30165,1114,169,6.58,4.15,44.1,230
11304,30,Montmirat,30260,30181,319,33,9.52,4.1,43.9167,270
11305,30,Aubord,30620,30020,2369,251,9.42,4.31667,43.75,64
11306,30,Saint-Sauveur-Camprieu,30750,30297,269,8,31.74,3.47723,44.1159,1402
11307,30,Saint-Hippolyte-de-Caton,30360,30261,208,33,6.15,4.21667,44.0833,210
11308,30,Bourdic,30190,30049,377,51,7.34,4.33333,43.9833,110
11309,30,La Bruguière,30580,30056,304,18,16.43,4.41667,44.1167,320
11310,30,Avèze,30120,30026,1072,258,4.14,3.6,43.9833,502
11311,30,Saint-Geniès-de-Comolas,30150,30254,1850,223,8.26,4.73333,44.0667,176
11312,30,Boucoiran-et-Nozières,30190,30046,722,49,14.52,4.18333,43.9833,242
11313,30,La Capelle-et-Masmolène,30700,30067,401,16,24.45,4.55,44.05,267
11314,30,Montpezat,30730,30182,1103,92,11.98,4.15,43.85,193
11315,30,Saint-Bonnet-de-Salendrinque,30460,30236,98,27,3.59,3.86861,44.0375,460
11316,30,Le Vigan,30120,30350,3942,228,17.24,3.6,43.9833,640
11317,30,La Grand-Combe,30110,30132,5163,429,12.01,4.03333,44.2167,623
11318,30,Parignargues,30730,30193,581,52,11.01,4.2,43.8667,186
11319,30,Saint-Julien-de-Peyrolas,30760,30273,1259,100,12.54,4.58333,44.2833,211
11320,30,Fons-sur-Lussan,30580,30113,249,23,10.49,4.33333,44.1833,474
11321,30,Saint-Roman-de-Codières,30440,30296,187,10,18.43,3.78333,44,981
11322,30,Uchaud,30620,30333,4162,472,8.8,4.26667,43.75,102
